Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,High-income countries,2000,1073716400,312759400,0.31312767,313.12767,7.866745,,39757156,0.039803967,398.03967,,,48940000,0.044937756,44.937756,61292000,0.056326404,56.326404,299164000,0.2746988,274.6988,12143000,0.011618986,11.618986,227074000,0.20901823,209.01823,26275000,0.025295315,25.295315,1574000,0.0020501232,2.0501232000000003,11.619348,31.833829818648002,83.51225,1.4856024,0.33729932
,High-income countries,2001,1080682900,314379550,0.31275392,312.75392,8.065523,,38978196,0.03877664,387.76640000000003,,,51331000,0.04684195,46.84195,60709000,0.055446286,55.446286,307879000,0.28095403,280.95403000000005,11933000,0.011346414,11.346414000000001,233549000,0.21365385,213.65385,28123000,0.026910404,26.910404,1714000,0.002222457,2.2224570000000003,11.345829,31.084462702854,81.70501,1.446783,0.32595614
,High-income countries,2002,1087600000,300196060,0.29678294,296.78294,7.6964293,,39004588,0.03856112,385.6112,,,53679000,0.04868615,48.68615,62898000,0.05709593,57.09593,312572000,0.2834987,283.4987,12130000,0.011460524,11.460524,230061000,0.20918429,209.18429,35844000,0.03409476,34.09476,1719000,0.0022185894,2.2185894,11.45665,31.3880818779,82.15539,1.4527311,0.3197559
,High-income countries,2003,1094702300,321160770,0.31550628,315.50627999999995,8.036559,,39962470,0.039258875,392.58875,,,54712000,0.04931573,49.31573,56537000,0.051004186,51.004186,320003000,0.28844094,288.44093999999996,11815000,0.011090787,11.090786999999999,232285000,0.20990165,209.90165,40516000,0.038305625,38.305625000000006,1636000,0.0021009934,2.1009934,11.090655,30.38535586053,80.27993,1.4315706,0.3120586
,High-income countries,2004,1101994400,383273340,0.37413308,374.13308,9.28519,,41277924,0.04029353,402.9353,,,51482000,0.046112016,46.112016,61326000,0.054976396,54.976395999999994,337737000,0.30250832,302.50831999999997,11975000,0.011167182,11.167181999999999,245451000,0.22040705,220.40705,45160000,0.04243292,42.432919999999996,1677000,0.0021428529,2.1428529000000003,11.164949,30.588901063974003,80.68501,1.4601077,0.31529647
,High-income countries,2005,1109756300,358469630,0.3475908,347.5908,8.757634,,40932244,0.039690033,396.90033,,,53741000,0.04781776,47.81776,60261000,0.053665493,53.665493000000005,343304000,0.30546564,305.46564,12103000,0.011209054,11.209054,243434000,0.21715999,217.15999,52696000,0.049203593,49.203593,1692000,0.0021507028,2.1507028,11.211444,30.716284624344002,81.22537,1.456578,0.3197785
,High-income countries,2006,1118325600,336082980,0.32351607,323.51607,8.706088,,38603216,0.037159756,371.59756000000004,,,55446000,0.04898276,48.98276,72372000,0.06399131,63.99131,340356000,0.30068132,300.68131999999997,11987000,0.0110191675,11.0191675,227587000,0.20158,201.58,65211000,0.060487397,60.487397,1701000,0.0021500667,2.1500667,11.01564,30.17983531464,79.92371,1.4619133,0.31951225
,High-income countries,2007,1127897600,395866620,0.37799135,377.99135,8.809199,,44937864,0.042908706,429.08705999999995,,,64782000,0.05677818,56.77818,72913000,0.063960396,63.960396,380189000,0.33321664,333.21664,11854000,0.010807371,10.807371,243836000,0.21427052,214.27052,88490000,0.08147501,81.47501,1767000,0.0022197466,2.2197466,10.805608,29.604405183407998,78.81935,1.4494743,0.31744096
,High-income countries,2008,1137726200,384476600,0.36409095,364.09095,9.086865,,42311250,0.040067825,400.67825,,,62121000,0.05400576,54.00576,70528000,0.061368227,61.368227,376449000,0.32727122,327.27121999999997,11518000,0.010413049,10.413049,225483000,0.1965455,196.5455,104801000,0.09576522,95.76522,1921000,0.0023979866,2.3979866000000003,10.411059,28.523449029834,76.34858,1.4414979,0.31549165
,High-income countries,2009,1146851600,403768580,0.37947118,379.47118,9.56435,,42215996,0.039675582,396.75582,,,54978000,0.047438648,47.438648,66840000,0.057724673,57.724672999999996,387837000,0.33465138,334.65138,11416000,0.010241178,10.241178,213125000,0.1843896,184.38959999999997,128982000,0.117048815,117.048815,1739000,0.0021582742,2.1582742,10.242214,28.060859993364,75.36061,1.4305869,0.31207415
,High-income countries,2010,1154843400,388460670,0.3627094,362.7094,9.11689,,42608904,0.03978434,397.84340000000003,,,62909000,0.053957544,53.957544000000006,70192000,0.060223665,60.223665000000004,403419000,0.34601566,346.01566,11613000,0.010451293,10.451293,211655000,0.18153816,181.53816,141094000,0.12813637,128.13637,1920000,0.0023222216,2.3222215999999998,10.451389,28.633942179414003,73.81361,1.2100908,0.49730706
,High-income countries,2011,1162275200,395662700,0.36721346,367.21346,8.883393,,44539588,0.04133707,413.37069999999994,,,63546000,0.054170083,54.170083,65472000,0.055829953,55.829953,401265000,0.3420602,342.0602,11932000,0.010670165,10.670165,208456000,0.17769928,177.69928,140517000,0.12690718,126.90718000000001,1989000,0.0023930653,2.3930653,10.66926,29.23084902276,75.10254,1.2260141,0.503743
,High-income countries,2012,1169663200,347539520,0.32062948,320.62948,7.4503994,,46647096,0.04303521,430.35209999999995,,,69077000,0.05852706,58.52706,53598000,0.045426823,45.426823,383267000,0.32473168,324.73168000000004,12212000,0.010851391,10.851391,200437000,0.1699087,169.90869999999998,130750000,0.11736051,117.36051,2014000,0.0024107955,2.4107955,10.851519,29.730188743794,76.290764,1.2418857,0.50992894
,High-income countries,2013,1176689500,433416450,0.3976163,397.61629999999997,9.273708,,46736044,0.04287565,428.7565,,,73009000,0.061504737,61.504737,44933000,0.037865035,37.865035,424536000,0.3576405,357.6405,12266000,0.010834139,10.834139,230092000,0.19393261,193.93261,143137000,0.12777908,127.77908,2114000,0.002518678,2.518678,10.836319,29.688544908594,76.45504,1.255933,0.5151956
,High-income countries,2014,1183328900,450389820,0.41102588,411.02588000000003,10.115028,,44526800,0.04063517,406.3517,,,79317000,0.06646267,66.46267,71171000,0.059923954,59.923954,435794000,0.36516804,365.16804,12520000,0.010996746,10.996746,240076000,0.20116863,201.16862999999998,125121000,0.11219717,112.19717,19201000,0.016497934,16.497933999999997,10.997105,30.12905449323,78.47184,1.3002121,0.53308797
,High-income countries,2015,1189869700,419142660,0.38054907,380.54907,9.706304,,43182524,0.039206386,392.06386000000003,,,78308000,0.065275796,65.275796,69449000,0.05796103,57.961029999999994,431004000,0.35927528,359.27527999999995,12422000,0.010902837,10.902837,229625000,0.19141024,191.41024000000002,134784000,0.12025989,120.25989,18137000,0.01550342,15.50342,10.902771,29.870605180746,77.8278,1.2922424,0.53253645
,High-income countries,2016,1196437900,489861600,0.44246545,442.46545,10.877202,,45035624,0.04067824,406.7824,,,78024000,0.06469964,64.69964,77004000,0.0639412,63.9412,476152000,0.39483833,394.83833000000004,12650000,0.010986751,10.986751,237475000,0.1969208,196.9208,162516000,0.14428213,144.28213,21257000,0.018076485,18.076484999999998,10.984485,30.09447915111,78.54247,1.297516,0.53441566
,High-income countries,2017,1202872600,450672500,0.40501264,405.01264,10.44994,,43126804,0.038757414,387.57413999999994,,,84253000,0.06950487,69.50487,75244000,0.062143583,62.143583,454688000,0.3750968,375.09680000000003,12679000,0.01095268,10.952679999999999,234620000,0.19355077,193.55077,148623000,0.1313115,131.3115,20409000,0.017266864,17.266863999999998,10.9526415,30.007236686229003,78.49611,1.3060914,0.53649306
,High-income countries,2018,1209044700,446281900,0.39253613,392.53612999999996,10.5039215,,42487172,0.03737044,373.70439999999996,,,92449000,0.07588692,75.88692,92681000,0.07613881,76.13881,440775000,0.3618109,361.8109,12952000,0.011130252,11.130252,246676000,0.20248441,202.48441,120683000,0.10523058,105.23058,20145000,0.01695971,16.959709999999998,11.129663,30.492227092338002,79.81559,1.3332903,0.5482943
,High-income countries,2019,1214846300,428476200,0.37513113,375.13113,9.9377165,,43116160,0.03774822,377.4822,,,98526000,0.080215454,80.21545400000001,65853000,0.05401324,54.013239999999996,464647000,0.3782948,378.2948,12918000,0.011006079,11.006079,264323000,0.2153163,215.31629999999998,120246000,0.10457191,104.57191,19124000,0.01586073,15.86073,11.00829,30.159698328540003,80.11207,1.3296173,0.5478451
,High-income countries,2020,1218093000,439000130,0.38155067,381.55066999999997,10.02741,,43780012,0.03805077,380.5077,,,94670000,0.076876074,76.876074,77952000,0.06354088,63.540879999999994,471193000,0.3826288,382.6288,12752000,0.010834566,10.834566,250356000,0.20342676,203.42676,141683000,0.12289324,122.89324,19837000,0.016454693,16.454693,10.832411,29.677838059386,78.91272,1.3268689,0.5447652
,High-income countries,2021,1219584300,469917950,0.40801403,408.01403000000005,10.423558,,45082300,0.03933251,393.3251,,,91956000,0.074586466,74.586466,98023000,0.07988304,79.88304000000001,457428000,0.37102458,371.02458,12647000,0.010731225,10.731225,251157000,0.20373145,203.73145,124844000,0.10801066,108.01066,21223000,0.017585479,17.585479,10.734467,29.409498336042002,77.58893,1.29755,0.5325143
,High-income countries,2022,1224121700,415934340,0.3597046,359.70459999999997,9.84098,,42265544,0.036727697,367.27696999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Honduras,1961,2139932,258402,0.12075243,120.75242999999999,1.0253,,252028,0.11777384,1177.7384,,,2000,0.00093460915,0.93460915,9000,0.004205741,4.205741,226000,0.10561083,105.61083,185000,0.086451344,86.451344,17000,0.007944178,7.944178,,,,19000,0.008878787,8.878787,86.29164,236.41544969064,810.80304,21.116074,9.658863
,Honduras,1962,2202865,280399,0.12728833,127.28833,1.0526,,266383,0.1209257,1209.257,,,1000,0.00045395427,0.45395427,42000,0.01906608,19.06608,240000,0.10894903,108.94903000000001,195000,0.088521086,88.521086,20000,0.009079086,9.079086,,,,20000,0.009079086,9.079086,88.36175,242.08698388050001,830.22174,21.614643,9.884864
,Honduras,1963,2267717,284233,0.12533884,125.33884,1.0806,,263036,0.11599155,1159.9155,,,2000,0.00088194426,0.88194426,23000,0.010142359,10.142359,244000,0.1075972,107.5972,198000,0.08731248,87.31248,20000,0.008819442,8.819442,,,,20000,0.008819442,8.819442,87.26155,239.07273733530002,819.8783,21.352266,9.769394
,Honduras,1964,2334493,332768,0.14254402,142.54402,1.1086,,300177,0.12858339,1285.8338999999999,,,2000,0.00085671706,0.85671706,52000,0.022274643,22.274643,257000,0.11008814,110.08814,207000,0.08867022,88.67022,21000,0.008995529,8.995529000000001,,,,23000,0.009852246,9.852246000000001,88.80696,243.30673729296,834.4001,21.729883,9.935896
,Honduras,1965,2403468,333768,0.13886933,138.86933000000002,1.1366,,293643,0.12217471,1221.7471,,,3000,0.0012481963,1.2481962999999998,65000,0.027044255,27.044255,274000,0.11400194,114.00193999999999,221000,0.09195046,91.95045999999999,23000,0.009569505,9.569505000000001,,,,24000,0.009985571,9.985571,91.99682,252.04607967132,864.43915,22.507256,10.299102
,Honduras,1966,2474533,334681,0.13525017,135.25017,1.1966,,279685,0.11302537,1130.2537,,,2000,0.00080823334,0.80823334,45000,0.018185249,18.185249,295000,0.119214416,119.214416,241000,0.09739211,97.39211,23000,0.009294683,9.294683,,,,24000,0.0096988,9.6988,97.54196,267.23824390296,916.4876,23.86228,10.91406
,Honduras,1967,2547504,335655,0.13175838,131.75838000000002,1.1970999,,280400,0.11006852,1100.6852000000001,,,4000,0.0015701643,1.5701643,25000,0.009813528,9.813528,296000,0.11619216,116.19216,244000,0.09578003,95.78003,22000,0.008635904,8.635904,,,,25000,0.009813528,9.813528,95.76086,262.35851792436,899.75006,23.43033,10.714911
,Honduras,1968,2622991,336631,0.1283386,128.33859999999999,1.1975,,281115,0.10717345,1071.7345,,,3000,0.0011437325,1.1437324999999998,44000,0.016774744,16.774744000000002,310000,0.11818569,118.18569,253000,0.09645477,96.45477,24000,0.00914986,9.149859999999999,,,,26000,0.009912348,9.912348,96.592995,264.63833981937,907.62195,23.632595,10.809309
,Honduras,1969,2701384,337610,0.12497668,124.97668,1.1978999,,281831,0.10432837,1043.2837,,,1000,0.0003701806,0.37018059999999997,15000,0.005552709,5.552709,316000,0.11697707,116.97707,260000,0.09624696,96.24696,25000,0.009254515,9.254515,,,,25000,0.009254515,9.254515,96.192024,263.53978914542404,903.8249,23.538824,10.765594
,Honduras,1970,2782756,338591,0.1216747,121.6747,1.1984,,282546,0.10153459,1015.3458999999999,,,1000,0.00035935597,0.35935596999999997,15000,0.0053903395,5.3903395,321000,0.11535327,115.35327,265000,0.095229335,95.22933499999999,24000,0.008624543,8.624543000000001,,,,25000,0.0089839,8.9839,95.348854,261.229734374004,895.9311,23.32469,10.675978
,Honduras,1971,2867507,339576,0.11842203,118.42202999999999,1.1988,,283261,0.098783016,987.83016,,,1000,0.000348735,0.34873499999999996,13000,0.004533555,4.533555,334000,0.11647748,116.47748,266000,0.092763506,92.76350599999999,35000,0.012205725,12.205725000000001,,,,26000,0.00906711,9.06711,92.85249,254.39038101774003,872.4719,22.716352,10.388753
,Honduras,1972,2956027,340563,0.115209706,115.209706,1.1992999,,283977,0.09606712,960.6712000000001,,,0,0,0,8000,0.0027063352,2.7063352,340000,0.11501925,115.01925,268000,0.09066223,90.66223,38000,0.012855092,12.855092,,,,26000,0.008795589,8.795589,90.82551,248.83701121026,853.43445,22.22275,10.163372
,Honduras,1973,3046721,342561,0.11243596,112.43596,1.1934999,,287011,0.09420324,942.0323999999999,,,4000,0.0013128868,1.3128868,2000,0.0006564434,0.6564434,353000,0.115862265,115.86226500000001,279000,0.09157386,91.57386000000001,40000,0.013128868,13.128868,,,,26000,0.008533765,8.533765,91.519196,250.737520780296,859.86523,22.392073,10.244614
,Honduras,1974,3136544,343557,0.109533615,109.533615,1.2001,,286284,0.09127371,912.7370999999999,,,1000,0.00031882225,0.31882225,1000,0.00031882225,0.31882225,347000,0.11063132,110.63132,273000,0.08703847,87.03847,40000,0.01275289,12.752889999999999,,,,26000,0.008289378,8.289378,87.09882,238.62690172332003,818.3327,21.308344,9.7502985
,Honduras,1975,3231637,358129,0.11081969,110.81969,1.0835,,330532,0.10228005,1022.8004999999999,,,45000,0.0139248315,13.9248315,0,0,0,385000,0.119134665,119.134665,306000,0.094688855,94.688855,40000,0.012377628,12.377628,,,,30000,0.00928322,9.28322,94.76041,259.61755904766,890.33234,23.187593,10.60801
,Honduras,1976,3334817,388566,0.11651794,116.51794,1.0206,,380705,0.11416069,1141.6069,,,2000,0.00059973303,0.59973303,17000,0.005097731,5.0977310000000005,403000,0.12084621,120.84621,311000,0.09325849,93.25849,50000,0.014993327,14.993327,,,,31000,0.009295862,9.295862,93.21439,255.38188785714,875.7867,22.806244,10.427634
,Honduras,1977,3441121,438518,0.12743464,127.43463999999999,0.9352,,468884,0.13625908,1362.5908,,,16000,0.0046496475,4.6496475,1000,0.00029060297,0.29060297,424000,0.12321566,123.21566,319000,0.09270235,92.70235000000001,60000,0.017436178,17.436178,,,,33000,0.009589898,9.589898,92.83492,254.34224403192,872.29266,22.708998,10.38867
,Honduras,1978,3550374,454572,0.12803496,128.03496,0.9589,,474031,0.13351579,1335.1579,,,41000,0.01154808,11.54808,0,0,0,416000,0.11717075,117.17075,321000,0.09041301,90.41301,50000,0.014083023,14.083023,,,,35000,0.0098581165,9.8581165,90.545525,248.06992902615,850.75684,22.148518,10.132177
,Honduras,1979,3662745,353979,0.09664309,96.64309,1.0371,,341312,0.093184754,931.84754,,,8000,0.0021841542,2.1841542,1000,0.00027301928,0.27301928000000003,425000,0.1160332,116.03320000000001,328000,0.089550324,89.550324,54000,0.014743041,14.743041,,,,32000,0.008736617,8.736617,89.67299,245.67942220074,842.5779,21.939728,10.0320635
,Honduras,1980,3777994,387424,0.10254754,102.54754000000001,1.1455,,338226,0.08952529,895.2529,,,66000,0.017469589,17.469589,0,0,0,441000,0.11672861,116.72861,344000,0.09105361,91.05360999999999,53000,0.014028609,14.028609,,,,33000,0.008734794,8.734794,91.15037,249.72703859862,856.4054,22.299168,10.201605
,Honduras,1981,3895738,480672,0.123384066,123.384066,1.4237,,337632,0.086667016,866.67016,,,19000,0.004877125,4.877125,0,0,0,444000,0.113970704,113.97070400000001,357000,0.09163861,91.63861,46000,0.011807775,11.807775,,,,36000,0.009240868,9.240867999999999,91.59564,250.94695639464,860.6505,22.405453,10.254321
,Honduras,1982,4015648,365662,0.091059275,91.059275,1.3450999,,271839,0.067694925,676.94925,,,7000,0.0017431807,1.7431807,6000,0.0014941549,1.4941549,426000,0.106084995,106.084995,357000,0.08890221,88.90221,30000,0.0074707745,7.4707745,,,,33000,0.008217852,8.217851999999999,88.944824,243.684446878224,835.70953,21.759407,9.950185
,Honduras,1983,4137786,458149,0.11072322,110.72322,1.4850999,,308497,0.07455605,745.5604999999999,,,16000,0.0038668022,3.8668022,3000,0.0007250254,0.7250254,456000,0.11020386,110.20386,383000,0.09256158,92.56158,30000,0.007250254,7.250254,,,,35000,0.00845863,8.45863,92.52484,253.49270979384,869.348,22.639673,10.351216
,Honduras,1984,4261929,502249,0.11784546,117.84546,1.3544999,,370790,0.08700051,870.0051000000001,,,17000,0.0039888043,3.9888043,7000,0.0016424487,1.6424486999999999,462000,0.10840162,108.40162000000001,388000,0.091038585,91.03858500000001,30000,0.007039066,7.039066,,,,38000,0.008916151,8.916151000000001,90.93159,249.12764134434002,854.3537,22.243368,10.17639
,Honduras,1985,4387696,423075,0.096423045,96.423045,1.4649999,,288796,0.06581951,658.1951,,,2000,0.0004558201,0.4558201,21000,0.004786111,4.786111,484000,0.11030846,110.30846,409000,0.09321521,93.21521000000001,30000,0.0068373014,6.837301399999999,,,,38000,0.008660582,8.660582,93.20769,255.36353169294,875.79486,22.804493,10.431534
,Honduras,1986,4515574,483064,0.10697732,106.97732,1.3972,,345738,0.07656568,765.6568,,,16000,0.0035432926,3.5432926,1000,0.00022145579,0.22145579,493000,0.1091777,109.1777,418000,0.09256852,92.56852,30000,0.006643674,6.643674,,,,38000,0.00841532,8.415320000000001,92.55904,253.58640842304,869.70496,22.644236,10.355242
,Honduras,1987,4645740,522173,0.11239824,112.39824,1.5210999,,343279,0.07389113,738.9113,,,34000,0.0073185326,7.3185326,1000,0.00021525096,0.21525096,559000,0.12032529,120.32529,428000,0.09212741,92.12741000000001,82000,0.017650578,17.650578,,,,41000,0.008825289,8.825289,92.22094,252.66010706244,866.46045,22.559032,10.320999
,Honduras,1988,4778119,440489,0.09218879,92.18879000000001,1.3192999,,333885,0.069877915,698.77915,,,35000,0.0073250583,7.3250583,3000,0.0006278621,0.6278621,523000,0.1094573,109.45729999999999,427000,0.08936571,89.36571,50000,0.010464369,10.464369,,,,40000,0.008371495,8.371495,89.33198,244.74514823748,839.34247,21.850708,9.994712
,Honduras,1989,4913683,509656,0.10372179,103.72179,1.4527,,350840,0.07140062,714.0062,,,43000,0.008751073,8.751073,7000,0.0014245933,1.4245933,546000,0.11111828,111.11828,447000,0.09097046,90.97046,50000,0.010175667,10.175666999999999,,,,42000,0.00854756,8.547559999999999,90.980484,249.261597507384,854.8071,22.255198,10.186555
,Honduras,1990,5053235,557969,0.11041818,110.41818,1.5188,,367367,0.07269937,726.9937,,,66000,0.01306094,13.06094,1000,0.00019789304,0.19789304,608000,0.120318964,120.318964,493000,0.09756126,97.56125999999999,60000,0.011873582,11.873582,,,,46000,0.009103079,9.103079,97.638725,267.50335348935,917.4217,23.892908,10.927464
,Honduras,1991,5196892,566174,0.10894473,108.94473,1.3184999,,429394,0.08262515,826.2515,,,72000,0.013854435,13.854435,6000,0.0011545363,1.1545363,617000,0.11872481,118.72481,496000,0.09544166,95.44166,65000,0.012507476,12.507476,,,,47000,0.009043867,9.043867,95.535126,261.74006861547605,897.5955,23.372004,10.691552
,Honduras,1992,5344774,561206,0.10500088,105.00088000000001,1.2942,,433622,0.08113009,811.3009000000001,,,21000,0.0039290716,3.9290716000000003,4000,0.0007483946,0.7483946,607000,0.11356888,113.56888,484000,0.09055575,90.55575,70000,0.013096905,13.096905000000001,,,,46000,0.008606538,8.606538,90.52835,248.0228742321,850.61176,22.149834,10.129792
,Honduras,1993,5496843,588998,0.10715205,107.15205,1.3694,,430115,0.078247644,782.47644,,,17000,0.0030926843,3.0926843,4000,0.0007276904,0.7276904000000001,632000,0.11497509,114.97509000000001,484000,0.088050544,88.05054399999999,94000,0.017100725,17.100725,,,,47000,0.008550363,8.550363,88.03366,241.18810717716,827.12537,21.53418,9.852492
,Honduras,1994,5652937,583329,0.10319043,103.19043,1.3837,,421566,0.07457469,745.7469,,,49000,0.00866806,8.66806,2000,0.0003537984,0.35379839999999996,630000,0.11144649,111.44649,492000,0.087034404,87.034404,84000,0.014859532,14.859532,,,,46000,0.008137363,8.137363,87.06392,238.53128528592,818.0765,21.305029,9.74027
,Honduras,1995,5812836,672061,0.11561672,115.61672,1.6395999,,409888,0.07051429,705.1428999999999,,,75000,0.01290248,12.902479999999999,2000,0.00034406612,0.34406612,684000,0.11767062,117.67062,521000,0.089629225,89.629225,100000,0.017203307,17.203307000000002,,,,53000,0.009117752,9.117752,89.63037,245.56265507862,842.19073,21.933802,10.033753
,Honduras,1996,5976553,657768,0.11005809,110.05808999999999,1.6179999,,406524,0.06801981,680.1981,,,48000,0.008031385,8.031385,7000,0.0011712437,1.1712437,659000,0.11026423,110.26423,478000,0.07997921,79.97921,120000,0.020078463,20.078463000000003,,,,50000,0.008366026,8.366026,80.03856,219.28372383456002,752.01,19.585838,8.954895
,Honduras,1997,6144117,609627,0.09922125,99.22125,1.5590999,,391000,0.06363811,636.3811,,,123000,0.02001915,20.01915,1000,0.00016275732,0.16275731999999998,632000,0.10286263,102.86263,431000,0.0701484,70.1484,140000,0.022786025,22.786025000000002,,,,50000,0.008137866,8.137866,70.19846,192.32454602196,659.555,17.175714,7.859103
,Honduras,1998,6308539,471327,0.074712545,74.712545,1.0557,,446455,0.07076995,707.6995,,,53000,0.008401311,8.401311,8000,0.0012681225,1.2681225,627000,0.0993891,99.3891,491000,0.077831015,77.83101500000001,80000,0.012681224,12.681224,,,,47000,0.0074502192,7.4502192,77.85279,213.29531293554,731.52057,19.043743,8.711398
,Honduras,1999,6477370,477511,0.07371989,73.71988999999999,1.2249,,389831,0.060183533,601.83533,,,134000,0.020687409,20.687409,2000,0.00030876728,0.30876728000000003,640000,0.09880553,98.80553,485000,0.07487607,74.87607,100000,0.015438365,15.438365000000001,,,,46000,0.0071016476,7.101647600000001,74.88827,205.17334041402003,703.62726,18.319012,8.381679
,Honduras,2000,6656727,533598,0.08015921,80.15921,1.436,,371594,0.055822328,558.2232799999999,,,51000,0.0076614227,7.6614227,1000,0.00015022398,0.15022397999999998,643000,0.09659401,96.59401,496000,0.074511096,74.511096,93000,0.01397083,13.97083,,,,47000,0.007060527,7.0605269999999996,74.51281,204.14468289006,700.1337,18.230062,8.33749
,Honduras,2001,6837861,516079,0.07547375,75.47375000000001,1.4992,,344225,0.050341036,503.41035999999997,,,259000,0.037877344,37.877344,0,0,0,720000,0.10529608,105.29608,513000,0.075023465,75.023465,145000,0.021205463,21.205463,,,,53000,0.007750962,7.750962,74.96108,205.37281986408,704.2972,18.337679,8.386929
,Honduras,2002,7019912,503561,0.07173324,71.73324000000001,1.3655,,368770,0.052532,525.32,,,253000,0.03604034,36.04034,0,0,0,752000,0.10712385,107.12385,540000,0.07692404,76.92404,150000,0.021367788,21.367787999999997,,,,53000,0.0075499522,7.5499522,76.879555,210.62891570193,722.35126,18.812725,8.60592
,Honduras,2003,7201883,514153,0.07139147,71.39147,1.5572,,330169,0.045844816,458.44816,,,250000,0.034713145,34.713145,6000,0.0008331154,0.8331154,759000,0.1053891,105.3891,536000,0.07442498,74.42498,160000,0.022216411,22.216410999999997,,,,54000,0.007498039,7.4980389999999995,74.38905,203.8056144003,698.92395,18.194626,8.32885
,Honduras,2004,7383408,445110,0.06028517,60.28517,1.3855,,321273,0.043512832,435.12832000000003,,,293000,0.039683573,39.683573,12000,0.0016252657,1.6252657000000001,787000,0.106590346,106.590346,531000,0.07191801,71.91801000000001,190000,0.025733374,25.733374,,,,55000,0.0074491347,7.4491347,71.93902,197.09320350852002,675.9154,17.60239,8.050209
,Honduras,2005,7564615,467741,0.061832756,61.832756,1.5387,,303980,0.040184464,401.84464,,,451000,0.05961969,59.619690000000006,8000,0.0010575554,1.0575554,911000,0.12042913,120.42913,517000,0.068344526,68.344526,325000,0.042963192,42.963192,,,,59000,0.0077994717,7.799471700000001,68.28214,187.07435429364,641.59863,16.708012,7.6426387
,Honduras,2006,7745204,501583,0.06476046,64.76046000000001,1.5394,,325830,0.042068616,420.68616000000003,,,366000,0.04725505,47.25505,2000,0.00025822432,0.25822432,866000,0.11181113,111.81112999999999,514000,0.06636365,66.36364999999999,283000,0.03653874,36.53874,,,,56000,0.007230281,7.230281,66.33413,181.73734064838,623.2464,16.226923,7.4229536
,Honduras,2007,7924462,634881,0.08011661,80.11661000000001,1.6922,,375180,0.04734454,473.44539999999995,,,318000,0.040128905,40.128904999999996,1000,0.00012619153,0.12619153,902000,0.11382476,113.82476,551000,0.06953154,69.53154,275000,0.03470267,34.70267,,,,60000,0.007571492,7.571492,69.52943,190.49158713618002,653.2559,17.010977,7.780846
,Honduras,2008,8101776,536277,0.06619252,66.19252,1.6884999,,317602,0.039201528,392.01528,,,300000,0.03702892,37.02892,3000,0.00037028917,0.37028917,883000,0.10898845,108.98845,553000,0.06825664,68.25663999999999,256000,0.03159801,31.598010000000002,,,,58000,0.0071589244,7.1589244,68.28754,187.08914881404002,641.6281,16.710382,7.6457458
,Honduras,2009,8277309,587235,0.07094516,70.94515999999999,1.7502999,,335514,0.040534187,405.34187,,,427000,0.051586814,51.586814000000004,0,0,0,1014000,0.12250358,122.50358,585000,0.07067514,70.67514,343000,0.041438587,41.438587,,,,67000,0.008094418,8.094418000000001,70.71733,193.74610765158002,664.4234,17.300297,7.914638
,Honduras,2010,8450936,548223,0.064871274,64.871274,1.6503999,,332167,0.03930535,393.05350000000004,,,391000,0.046267066,46.267066,2000,0.00023666017,0.23666017,963000,0.11395188,113.95188,627000,0.07419296,74.19296,290000,0.034315724,34.315723999999996,,,,26000,0.0030765822,3.0765822000000003,74.209946,203.314918514796,681.7995,14.09999,5.7899957
,Honduras,2011,8622510,544965,0.0632026,63.2026,1.6593,,328424,0.03808914,380.89140000000003,,,486000,0.056364097,56.364097,2000,0.00023195102,0.23195101999999998,991000,0.11493173,114.93173,644000,0.074688226,74.688226,300000,0.034792654,34.792654,,,,26000,0.0030153634,3.0153634,74.65992,204.54772398192,685.9692,14.189983,5.8299932
,Honduras,2012,8792370,524463,0.059649788,59.649788,1.5795,,332041,0.037764676,377.64676,,,402000,0.04572146,45.72146,11000,0.0012510847,1.2510847,989000,0.11248389,112.48389,651000,0.07404147,74.04147,295000,0.03355182,33.551820000000006,,,,25000,0.0028433744,2.8433744,73.99,202.71232673999998,679.77,14.06,5.78
,Honduras,2013,8960654,599382,0.06689043,66.89043,1.6183,,370382,0.04133426,413.3426,,,396000,0.044193204,44.193204,12000,0.001339188,1.339188,1026000,0.114500575,114.500575,676000,0.07544092,75.44091999999999,300000,0.033479698,33.479698,,,,28000,0.0031247719,3.1247719,75.42005,206.6302719063,692.91046,14.330009,5.8900037
